(No column name),Transaction_#_____SHORDN,Cust_P_O#_____SHCORD,Order_Release_No._____SHOREL,ITEM_NUMBER_____SHITEM,(No column name),FormattedShipmentDate,(No column name),Shape_____SHSHAP,3_POSITION_CLASS_____SHCLS3,Shipped_Qty_____SHSQTY,SHIPPED_QTY_UOM_____SHUOM,Billing_Qty_____SHBQTY,BILLING_QTY_UOM_____SHBUOM,BILLING_QTY_INCHES_____SHBINC,Order_Qty_____SHOQTY,ORDER_QTY_UOM_____SHOUOM,ORDER_QTY_INCHES_____SHOINC,Shipped_Total_LBS_____SHTLBS,Shipped_Total_PCS_____SHTPCS,Shipped_Total_FTS_____SHTFTS,Shipped_Total_Sq.Ft_____SHTSFT,Theo._Meters_____SHTMTR,Theo_Kilos_____SHTKG,Salesman_Dist_____SHLDIS,Inside_Salesman_____SHINSM,Processing_Charge_____SHPRCG,Handling_Charge_____SHHAND,(No column name),Customer_Dist_____SHCDIS,CUSTOMER_NUMBER_____SHCUST,Salesman_Dist_____SHTERR,Outside_Salesman_____SHOUTS,Line_Number_____SHLINE,FormattedDateOrdered,FormattedPromDate,FormattedInvoiceDate,FormattedInvoiceDate,FormattedInvoiceDate,FormattedDateAddedSA,(No column name),Freight_local+road_____SHFRGH,Actual_Scrap_Dollars_____SHSCDL,Actual_Scrap_LBS_____SHSCLB,Actual_Scrap_KGS_____SHSCKG,Valid_Values_1_-_PRODUCT_NOT_STOCKED_____SHDBDC,(No column name),Truck_Route_____SHTRCK,Order_designation_Code_____SHODES,Shop_OLD_____SHSHOP,CUSTOMER_SHIP-TO_____SHSHTO,BILL-TO_COUNTRY_____SHBCTY,SHIP-TO_COUNTRY_____SHSCTY,TEMP_SHIP-TOq_____SHTMPS,ADDRESS_ONE_____SHADR1,ADDRESS_TWO_____SHADR2,ADDRESS_THREE_____SHADR3,CITY_25_POS_____SHCITY,State_Code_____SHSTAT,Zip_Code_____SHZIP,Job_Name_____SHJOB,(No column name),Shipment_Type_Flag_____SHTYPE,Cust_Owned_Flag_____SHCOFL,Scrap_Flag_____SHSCRP,Cutting_Process_Flag_____SHCUTC,Related_part_flag_____SHRFLG,(No column name),Material_Sales_Stock_____SHMSLS,Matl_Sales_Direct_____SHMSLD,Frght_Sales_Stock_____SHFSLS,Frght_Sales_Direct_____SHFSLD,Proc_Sales_Stock_____SHPSLS,Process_Sales_Direct_____SHPSLD,Other_Sales_Stock_____SHOSLS,Other__Sales_Direct_____SHOSLD,Discount_Sales_Stock_____SHDSLS,Discnt_Sales_Direct_____SHDSLD,Material_Cost_Stock_____SHMCSS,Material_Cost_Direct_____SHMCSD,Freight-In_Cost_Stock_____SHFISS,Freight-In_Cost_Direct_____SHFISD,Frght-Out_Cost_Stock_____SHFOSS,Frght-Out_Cost_Direct_____SHFOSD,Fin_Scrap_Fctr_Stock_____SHFSFS,Fin_Scrap_Fctr_Direct_____SHFSFD,Processing_Cost_Stock_____SHPCSS,Processing_Cost_Direct_____SHPCSD,Other_Cost_Stock_____SHOCSS,Other_Cost_Direct_____SHOCSD,Admin_Burden_Stock_____SHADBS,Admin_Burden_Direct_____SHADBD,Oper_Burden_Stock_____SHOPBS,Oper_Burden_Direct_____SHOPBD,Inv_Adj_Stock_____SHIAJS,Inv_Adj_Direct_____SHIAJD,Sales_Qty_Stock_____SHSLSS,Sales_Qty_Direct_____SHSLSD,Sales_Weight_Stock_____SHSWGS,Sales_Weight_Direct_____SHSWGD,Adjusted_GP%_____SHADPC,UNIT_PRICE_____SHUNSP,Unit_Selling_Price_UOM_____SHUUOM,S_A_addition_flag_____SHSAFL,Sale_Territory_____SHSTER,Customer_Trade_____SHTRAD,Bus._Potential_Class_____SHBPCC,EEC_Code_____SHEEC,Sector_Code_____SHSEC,Invoice_Type_____SHITYP,In_Sales_Dept_____SHDPTI,Out_Sales_Dept_____SHDPTO,Orig_cust_dist#_____SHDSTO,Orig_cust#_____SHCSTO,Orig_Slsmn_Dist_____SHSMDO,Orig_Slsmn_____SHSLMO,Inv_Comp_____SHICMP
[z_Shipments_File_____SHIPMAST],967682,204844                ,               ,51966,SHIPMENT DATE,20250228,SHIPMENT,B,ABH,2.125,FT ,6.000,EA ,0,6.000,EA ,0,828.921,6.000,2.125,0.001,0.648,375.996,1,4,0.00,0.00,CUSTOMER,1,227,1,10,1,2025213,2025228,2025228,2025228,2025228,2025228,FREIGHT AND SCRAP,0.00,444.92,350.860,159.149, ,SHIP TO,27 ,0,     ,0,USA,USA,N,406 ATASCOCITA RD                  ,                                   ,                                   ,HUMBLE                   ,TX,77396       ,                                   ,FLAGS,OE,N,N,Y,N,SALES,3090.23,0.00,0.00,0.00,1403.77,0.00,0.00,0.00,0.00,0.00,1512.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1123.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.125,0.000,828.921,0.000,41.35,749.0000,EA ,P,   ,   ,   ,  ,   , ,DAVID          ,JACOB          ,1,227,1,4,1
