(No column name),Transaction_#_____SHORDN,Customer_Name_____CCUSTN,Cust_P/O#_____SHCORD,ITEM_NUMBER_____SHITEM,FormattedShipDate,Shipment_Type_Flag_____SHTYPE,Truck_Route_____SHTRCK,(No column name),dwPO,dwINVOICE,DATE,dwVENDOR,dwAMOUNT,dwBATCH,dwBOL,dwRESPONSIBLE,dwDATE,(No column name),ADDRESS_ONE_____SHADR1,ADDRESS_TWO_____SHADR2,ADDRESS_THREE_____SHADR3,CITY_25_POS_____SHCITY,State_Code_____SHSTAT,Zip_Code_____SHZIP,CUSTOMER_SHIP-TO_____SHSHTO,Orig_cust#_____SHCSTO,(No column name),Frght_Sales_Stock_____SHFSLS,Frght_Sales_Direct_____SHFSLD,Freight-In_Cost_Stock_____SHFISS,Freight-In_Cost_Direct_____SHFISD,Frght-Out_Cost_Stock_____SHFOSS,Frght-Out_Cost_Direct_____SHFOSD,Freight_local+road_____SHFRGH,(No column name),BILL-TO_COUNTRY_____SHBCTY,SHIP-TO_COUNTRY_____SHSCTY,TEMP_SHIP-TOq_____SHTMPS,EEC_Code_____SHEEC,Sector_Code_____SHSEC,Invoice_Type_____SHITYP,In_Sales_Dept_____SHDPTI,Out_Sales_Dept_____SHDPTO,Orig_cust_dist#_____SHDSTO,Orig_Slsmn_Dist_____SHSMDO,Orig_Slsmn_____SHSLMO,Inv_Comp_____SHICMP
[z_Shipments_File_____SHIPMAST],968207.0,"STABILTEC DOWNHOLE TOOLS LLC       ","0025222-00            ",52050,2025.02.27,OE,"21 ",******Shipment company ********,01968207,201034522,2025-02-28 00:00:00,"PINCH FLATBED, INC.",102024,11937,156670,cwoodward,2025-04-08 00:00:00,******Delivery address  ********,"5308 MAIN HWY                      ","                                   ","                                   ","PARKS                    ",LA,"70582       ",0.0,565.0,*****Freight  ********,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"*****Bill, invoice  ********",USA,USA,N,"  ","   "," ","LACEY          ","MONTY          ",1.0,1.0,9.0,1.0
